,id,explanation_method,comprehensiveness,sufficiency,prob
0,1335,decompx,0.31224630326981756,0.003681964555363746,0.9981502294540405
1,2648,decompx,0.24680486685699887,-0.37373437528257014,0.5486803650856018
2,2607,decompx,0.18363376061121622,0.0029522101084391277,0.9982205033302307
3,2278,decompx,0.4919851882209023,0.00234485015594702,0.998075008392334
4,795,decompx,0.6156584810395943,0.002774185944940442,0.9982859492301941
5,1998,decompx,0.5353642057086672,0.0031560462328695483,0.9975942969322205
6,1276,decompx,0.04791814632930202,0.005715525991194475,0.9991425275802612
7,1363,decompx,0.7553885706684327,-0.0221395433829923,0.967513382434845
8,3468,decompx,0.061227380219152416,0.006037849490925417,0.9980931878089905
9,405,decompx,0.7636103544614672,-0.03389583666300036,0.9605754017829895
10,1723,decompx,0.3198515044791358,0.005579117366245815,0.9946333169937134
11,218,decompx,0.6132679148648794,0.004444890985122094,0.998671293258667
12,3676,decompx,0.14669089921763245,0.0031813240387070347,0.9983389377593994
13,1059,decompx,0.07313580920056599,0.0021562957909049057,0.998979389667511
14,2082,decompx,0.7914860095090327,0.002908176218969582,0.9948750138282776
15,3840,decompx,0.048278320548880815,0.0062138229353815065,0.9985460042953491
16,1581,decompx,0.40553350537492516,0.002174727749406246,0.9991663694381714
17,1774,decompx,0.21302187114250004,0.0033020250440582515,0.9973961114883423
18,3400,decompx,0.12298255857795176,0.004521470479290895,0.9991443157196045
19,699,decompx,0.28964252923414163,0.002788809050753267,0.9989711046218872
20,624,decompx,0.12231229351024435,0.0038557160984386096,0.99925297498703
21,32,decompx,0.4284319967031479,0.002987746621521426,0.9968666434288025
22,636,decompx,0.2299444944058594,0.003232032844894811,0.9991350769996643
23,3224,decompx,0.5846631684114595,0.007425658096223188,0.9969833493232727
24,1150,decompx,0.14777564434778123,0.004613083506387378,0.9971936941146851
25,2099,decompx,0.4367964198790401,0.0060458552406494875,0.9990167617797852
26,1964,decompx,0.6004285978994542,-0.001075789620799403,0.9930589199066162
27,1235,decompx,0.49116179888411393,0.004629606394459018,0.9984686970710754
28,2226,decompx,0.6307653711392329,0.0035306169436528133,0.9986016154289246
29,3331,decompx,0.008594040600758678,0.008656480964624657,0.9991267323493958
30,3365,decompx,0.43964347657230163,0.00033119817574818927,0.9944868683815002
31,1014,decompx,0.2734694139555443,0.004256463328073191,0.998722493648529
32,1558,decompx,0.06854783036769965,0.0028343632435187316,0.9992813467979431
33,1367,decompx,0.271540472140679,0.0024454369504227596,0.9992420673370361
34,2004,decompx,0.19835522817447782,0.00463537871837616,0.9987037181854248
35,882,decompx,0.18709570686427915,0.005849715398282421,0.9981132745742798
36,788,decompx,0.06990204332700742,0.0029963021184883864,0.9992583394050598
37,1516,decompx,0.0642838329076767,-0.002814325062852157,0.9877254366874695
38,1822,decompx,0.16972920225887764,0.0036071073718187286,0.9993122816085815
39,3327,decompx,0.1463985526934266,0.003084210678935051,0.9992011189460754
40,2489,decompx,0.06062108780378881,0.09525190812090169,0.9902746677398682
41,169,decompx,0.5365651181292912,0.004548569520314534,0.9967254400253296
42,1641,decompx,0.7852326300543999,0.0026704745633261543,0.9991058707237244
43,1343,decompx,0.22460397359836531,0.007556205413427697,0.9991775155067444
44,2718,decompx,0.4698900091069111,0.002833448978791754,0.9979503750801086
45,3792,decompx,-0.11481155702394658,-0.9033908547897791,0.029215680435299873
46,2472,decompx,0.5112899337397065,0.010759092578592226,0.9958412051200867
47,3163,decompx,0.4089874190206711,0.009491724463609548,0.9974894523620605
48,3749,decompx,0.2558745164072739,0.005607797570948331,0.999298095703125
49,3375,decompx,-0.09227569598152399,-0.9578277084141806,0.015001919120550156
50,338,decompx,0.4304170469785559,0.004892300502420059,0.9987126588821411
51,747,decompx,0.7233124203362729,0.004367316048865444,0.9961620569229126
52,953,decompx,0.1327855471226809,0.004686116743430817,0.9991157650947571
53,2429,decompx,0.6517536466021135,0.10004246046385133,0.9929981231689453
54,3587,decompx,0.3194541252501633,0.0034906919235768523,0.9978277087211609
55,1351,decompx,0.06580272153632281,0.005311668327409928,0.9986742734909058
56,498,decompx,-0.5958036438096315,-0.6958775872794482,0.02683684043586254
57,3929,decompx,0.749623919498514,0.002410893367998528,0.9939427971839905
58,1378,decompx,0.34707670065821433,0.0010774120384333084,0.9924212098121643
59,1949,decompx,0.22663763051523883,0.013355226656969857,0.9979075193405151
60,1218,decompx,0.08179862769144886,0.0035415869089042615,0.999189555644989
61,1768,decompx,0.3265293385494839,0.004114855780745998,0.9982836246490479
62,2499,decompx,0.5859034978323154,0.005629010028667278,0.9984287619590759
63,1603,decompx,0.5640022440813481,0.0021228693425655366,0.996588945388794
64,1990,decompx,0.660501997741974,-7.287098301781549e-05,0.9929220080375671
65,896,decompx,0.0209652312095182,-0.7355301564901459,0.10398878157138824
66,691,decompx,0.41628372798172325,0.0043906626793054435,0.9971778392791748
67,3391,decompx,0.13758009402765392,0.0034634763911619024,0.9992330074310303
68,3371,decompx,0.8015873631622437,-0.003954466500896618,0.9912958145141602
69,3780,decompx,0.6337450579886541,0.004930269793144562,0.9973263740539551
70,575,decompx,0.2960530550529559,0.004762447128693263,0.998571515083313
71,168,decompx,0.13303477057944174,0.0016850787012473397,0.9991981387138367
72,1015,decompx,0.5259985084919369,0.003349006877225988,0.9988710284233093
73,1318,decompx,0.19505627368523823,0.0035145234286300536,0.9991419315338135
74,3455,decompx,0.47301437740010777,0.002444922010560602,0.9992771744728088
75,1269,decompx,0.79126375914814,-0.0366211732228597,0.9526306986808777
76,3330,decompx,0.7627532501206842,0.0005906986635784771,0.9956727027893066
77,3417,decompx,0.15225872411682276,0.003680354100095028,0.9989762306213379
78,2355,decompx,0.13304125445504342,0.01048131815848812,0.9975777268409729
79,3494,decompx,0.48276091611077043,0.0023253462437925667,0.997028648853302
80,2137,decompx,0.03333603323630567,0.004985292002839863,0.9990363121032715
81,470,decompx,0.6083781385544317,0.0035727460146982434,0.9973438382148743
82,1349,decompx,0.5532883994474813,0.0029826435175808992,0.9987842440605164
83,3579,decompx,0.15958610640631782,0.007243577904171414,0.9986591339111328
84,1313,decompx,0.3349798260235875,0.006792083327211855,0.9980875849723816
85,176,decompx,0.13912871798265328,0.0038228069694296826,0.9988065958023071
86,2019,decompx,0.1579798661893414,0.005037014522860127,0.9989515542984009
87,3137,decompx,0.0686162230205665,-0.8206292721123472,0.1551811695098877
88,3396,decompx,0.3599269099953309,0.004330655638600739,0.9981870055198669
89,2906,decompx,0.39882509123947885,0.0030478726492987737,0.9992127418518066
90,2903,decompx,0.0924402915370402,0.0025458750924514852,0.9989068508148193
91,2980,decompx,0.7657478747756353,0.006620081644209605,0.9983249306678772
92,1186,decompx,0.1440618975778644,0.002711478913767954,0.9992055296897888
93,3128,decompx,0.2741163480036621,0.0036566185800335077,0.9989394545555115
94,1812,decompx,0.828446986056961,-0.023544796875544956,0.9672654867172241
95,2299,decompx,0.26626053232474617,0.003939503391317073,0.9984954595565796
96,1217,decompx,0.3647101096404615,0.005131654961164607,0.9978233575820923
97,2504,decompx,0.14478365438325064,0.0074334825788225445,0.999016523361206
98,1333,decompx,0.4905833950118593,0.0031497660206585396,0.9988260865211487
99,3288,decompx,0.0538480067424637,0.0019444205778108227,0.9992266893386841
100,1328,decompx,0.40351252893988904,0.004300418266883263,0.9986982345581055
101,1533,decompx,0.25719664827920496,0.004143496975302696,0.998958945274353
102,3735,decompx,0.45030087803530955,0.002599273038947064,0.9985100626945496
103,351,decompx,0.7223609641554173,0.010220198468728499,0.9959644079208374
104,468,decompx,0.2527774092223909,0.019010380646328866,0.9964893460273743
105,861,decompx,0.20063825609052882,0.0059699497970880245,0.9991257786750793
106,3697,decompx,0.2975994244865749,0.00320853098579075,0.9982466697692871
107,2812,decompx,0.0740823456735322,0.0659227242774835,0.994647204875946
108,813,decompx,0.3001707001810982,0.008330944606236049,0.9985320568084717
109,1020,decompx,0.5521129433886258,0.0020615129204063147,0.998643696308136
110,2953,decompx,0.8088826139529164,-0.009980981821542258,0.985346794128418
111,2736,decompx,0.735447981166282,0.0016084338989725874,0.9989303946495056
112,1632,decompx,0.1608545015443046,0.006999536224131314,0.998648464679718
113,128,decompx,0.17616690012315908,0.003105531550116009,0.9990584254264832
114,905,decompx,0.11453280805564317,0.003697528213751121,0.9988505840301514
115,2880,decompx,0.16738163390435462,0.002775739047152937,0.9989035129547119
116,1617,decompx,0.11669986125300913,0.004094500313786899,0.9990478157997131
117,1475,decompx,0.15242135683272748,0.003960894777419719,0.9991193413734436
118,2946,decompx,0.09389912719662125,0.001668763321799201,0.9987671375274658
119,3459,decompx,0.06698039206829699,0.003115973629794278,0.9991644620895386
120,202,decompx,0.491744379473455,0.0018851067080642237,0.9971677660942078
121,1007,decompx,0.4249067790309588,0.0029321221510569253,0.9988242983818054
122,1767,decompx,0.3056813543797403,0.007136258958042532,0.9967833757400513
123,933,decompx,0.15770527318859776,0.002939389107075143,0.998030960559845
124,3184,decompx,0.34745337097149975,0.005179681867923377,0.9987167119979858
125,3198,decompx,0.6420344391649743,0.00119954566343115,0.9972373247146606
126,2150,decompx,0.7794069206553765,0.0020118196805318195,0.9974488615989685
127,1105,decompx,0.4883924481487766,0.004751497937231949,0.9979336261749268
128,1467,decompx,0.12903633291522662,0.0032710740963617963,0.9987900853157043
129,3600,decompx,0.0983603126566175,-0.007678061303958087,0.9866985082626343
130,423,decompx,0.5898297592066228,-0.3135924158801495,0.6758747100830078
131,778,decompx,0.5656199749114935,0.0025228466448923535,0.9943681359291077
132,2143,decompx,0.038855384727488895,0.039495626066485025,0.9971922039985657
133,1120,decompx,0.07697513290480071,0.0024674686731076707,0.9993255138397217
134,2092,decompx,0.4479326574602029,-0.4835812568085865,0.5068326592445374
135,2473,decompx,0.11369683522327691,0.0037900346099950704,0.9989665746688843
136,2192,decompx,0.33260463155232944,0.0019320359596839318,0.9988265633583069
137,3062,decompx,0.09326504238190189,0.003099962588279478,0.9987964630126953
138,2120,decompx,-0.3526739408361151,0.1430136122516231,0.5127677917480469
139,2132,decompx,0.3075050802334495,0.00235664733448384,0.9991801381111145
140,977,decompx,0.23886971336474522,0.0029837506280528557,0.9991822838783264
141,3556,decompx,0.5872405524539753,0.004139990825963214,0.9989558458328247
142,2624,decompx,0.29779369473457334,0.004479866027832031,0.9993257522583008
143,290,decompx,0.8231696928247265,-0.016659573845143587,0.976169228553772
144,2261,decompx,0.13904123389443687,0.0027795752813649733,0.9990909099578857
145,2097,decompx,0.26249674643789017,0.004599148035049438,0.9987466335296631
146,2676,decompx,0.11333254650906399,0.003199829711570396,0.9987034797668457
147,191,decompx,0.08577218042178587,0.003514703024517406,0.998342752456665
148,410,decompx,0.4194273404897221,0.0073067079628667524,0.9991957545280457
149,2678,decompx,0.10984622146569047,0.005051078165278715,0.9992755055427551
150,2160,decompx,0.3791891113917033,-0.22080324669679005,0.7379616498947144
151,2432,decompx,0.4371330638726552,-0.007778080665703976,0.9832360148429871
152,2437,decompx,0.16869131235753076,0.006140856419579457,0.998874843120575
153,3814,decompx,0.2596505835540911,0.002613223516024076,0.9992893934249878
154,3320,decompx,0.3558915326841005,0.01633233377951702,0.9980208873748779
155,3065,decompx,0.09668742697085103,0.0033290251608817808,0.9992425441741943
156,2679,decompx,0.034722834657141044,0.0022966235370959266,0.9992474317550659
157,807,decompx,0.4144112028135276,0.0022201360382648728,0.9989375472068787
158,1714,decompx,0.3858700580284244,0.001813599972125611,0.9987732768058777
159,3653,decompx,0.7085176325984489,0.0072209611060513055,0.9978815913200378
160,2770,decompx,0.14146642039476898,0.004220318917783431,0.9992792010307312
